id,title,artist,chart_date,chords
62,Hurts To Be In Love,Gino Vannelli,1985-09-28,N|N|N|VImaj7|VII|VImaj7|VII|VImaj7|VII|VImaj7|VII|VII|VII|i|VII|i|VII|i|VII|I|VImaj7|VII|VImaj7|VII|VImaj7|V7|VII|i|VII|i|VII|i|VII|I|VImaj7|VII|VImaj7|VII|VImaj7|V7|i|VII|VI|X|VII|X|v7|i|VII|VI|iv|X|X|VImaj7|VII|VImaj7|VII|VII|i|VII|i|i|VII|i|VII|I|VImaj7|VII|VImaj7|VII|VImaj7|V7|V7|VImaj7|VII|VImaj7|VII|VImaj7|VII|VImaj7|VII|VImaj7|VII|VImaj7|VII|VImaj7|VII|VImaj7|VII|VII|N
64,Cry Softly Lonely One,Roy Orbison,1967-08-26,N|N|N|I|I|I|N|I|I|I|ii|ii|ii|V|V|V|I|I|I|I|IV|IV|II7|II7|V|ii7|V|I|I|bVII|bVII|I|I|iii|iii|IV|I|III7|IV|IV|V|V|I|I|I|I|ii|ii|IV|IV|V|V|I|IV|I|I|I|I|I|ii|ii|ii|V|V|V|I|I|I|I|IV|IV|II7|II7|V|ii7|V|I|I|bVII|bVII|I|I|IV|IV|IV|V|IV|V|IV|V|V|IV|V|V|I|IV|IV|IV|N|N|I|I|I|I|I|N|N|N
66,Do You Love Me,The Contours,1988-06-18,N|N|N|I|IV|V|vi|V|N|V|I|I|IV|V|I|I|IV|V|I|I|IV|V|IV|iv|V|V7|V7|V7|I|I|IV|V|I|I|IV|V|I|I|IV|V|I|V|I|I|IV|V|I|I|IV|V|I|I|IV|V|I|I|IV|V|V|V7|V7|V7|I|I|IV|V|I|I|IV|V|I|I|IV|V|IV|iv|V|V7|V7|V7|I|I|IV|V|I|I|IV|V|I|I|IV|V|I|V|I|I|IV|V|I|I|IV|V|I|I|IV|V|I|V|I|I|IV|V|I|I|IV|V|I|I|IV|V|I|I|IV|V|V|V7|V7|V7|I|I|IV|V|I|I|IV|V|I|I|IV|V|V|V7|V7|V7|I|I|IV|V|I|I|IV|V|I|I|IV|V|I|V|I|I|IV|V|I|I|IV|V|I|I|IV|V|I|V|V|N
67,Bongo Stomp,Little Joey & The Flips,1962-06-16,N|N|N|I|vi|IV|V|I|vi|IV|V|I|I|I|I|I|I|I|I|IV|IV|I|I|V|IV|I|V|IV|I|I|I|I|I|IV|IV|I|I|V|IV|I|V|IV|I|IV|IV|I|I|IV|IV|V|#IV|V|I|I|I|I|IV|IV|I|I|V|IV|I|V|IV|I|IV|V|I|I|I|I|I|I|I|I|I|N
68,Black Cars,Gino Vannelli,1985-08-17,N|X|IV|X|IV|I|IV|X|IV|I|IV|X|IV|IV|I|IV|bVII|IV|I|I|IV|bVI|bVII|bVImaj7|bVII|bVII|I|IV|X|IV|I|IV|X|IV|IV|I|IV|bVII|IV|I|I|IV|bVI|bVII|bVImaj7|bVII|bVII|N|N|N|IV7|bIII|V|V|I|IV|X|IV|I|IV|X|IV|IV|bIII|bIII|IV|IV|ii|bIII|bIII|bVI|bIII|bIII|IV|bVII|X|bVII|IV|bVII|X|bVII|IV|bVII|X|bVII|IV|bVII|X|bVII|bVII|I|IV|bVII|IV|I|I|IV|bVI|bVII|bVImaj7|bVII|bVII|N|N|N|IV7|bIII|V|V|I|IV|X|IV|I|IV|X|IV|IV|IV7|bIII|V|V|X|IV|X|IV|I|IV|X|IV|I|IV|X|IV|IV|bVI|bVII|bVII|I|IV|X|IV|I|IV|X|IV|IV|bVI|bVII|bVII|I|IV|X|IV|I|IV|X|IV|IV|bVI|bVII|bVII|I|IV|X|IV|I|IV|X|IV|IV|N
70,Hot Fun In The Summertime,Sly & The Family Stone,1969-11-15,N|I|v7|I|v7|I|v7|X|bVI|v7|iv7|bIII|bIII|bIII|ii7|V7|V7|ii7|V7|I|v7|X|bVI|v7|iv7|bIII|bIII|bIII|ii7|V7|V7|ii7|V7|ii7|V7|ii7|V7|ii7|V7|ii7|V7|ii7|V7|ii7|V7|ii7|V7|ii7|V7|I|v7|X|bVI|v7|iv7|bIII|bIII|bIII|ii7|V7|V7|ii7|V7|ii7|V|ii7|V|ii7|V|ii7|V|ii7|V|ii7|V|ii7|ii7|N
71,Paradise By The Dashboard Light,Meat Loaf,1978-09-30,N|N|N|I7|I7|I7|I|I|I|I|I|I|I|I|I|I|I|IV|IV|bVII|IV|I|I|I|I|IV|IV|III|IV|V|I|I|bVI|bIII|bVII|I|I|bVI|bIII|bVII|I|I|IV|I|X|I|IV|I|X|I|IV|I|IV|bIII|bIII|V|V|IV|V|I|V|IV|IV|I|vi|IV|ii7|I|I|IV|V|I|IV|IV|ii|ii|I|I|IV|V|I|IV|V|I|IV|V|I|IV|IV|ii|ii|I|I|I|I|I|I|IV|IV|bVII|IV|I|I|I|I|IV|IV|III|IV|II|V|I|I|bVI|bIII|bVII|I|I|bVI|bIII|bVII|I|I|IV|I|X|I|IV|I|X|I|IV|I|IV|bIII|bIII|V|V|IV|V|I|V|IV|IV|IV|I|III7|IV|IV|ii|I|vi|V|iii|III7|III7|IV|I|I|V7|I|I|IV|V|I|IV|V|I|IV|V|I|IV|IV|ii|ii|V|V|V|V|V|V|V|V|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii|ii7|ii7|ii7|II7|II7|ii7|ii7|V|V|IV|I|V|X|X|X|X|X|X|X|X|V|V|IV|IV|I|I|IV|I|V|V|IV|IV|V|IV|I|V|V|IV|IV|I|I|bVII|IV|I|I|IV|IV|I|I|bVII|IV|I|I|IV|IV|V|V|bVII|I|bVII|IV|v|IV|I|bVII|I|I|IV|IV|I|I|bVII|IV|V|V|IV|IV|V|IV|I|V|V|V|V|V|V|V|V|V|V|V|IV|IV|I|I|bVII|IV|I|I|IV|IV|I|I|bVII|IV|I|I|IV|IV|V|IV|I|I|I|bII|bII|II|II|IV|IV|I|IV|I|V|IV|V|I|IV|V|I|V|V|I|V|I|IV|V|I|I|V|vi|V|V|IV|IV|I|V|I|V|I|V|vi|vi|I|V|I|IV|V|I|I|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|II|I|I|I|N|N|N
72,Get Together,The Youngbloods,1969-09-06,N|I|bVII|I|bVII|I|I|I|I|I|bVII|bVII|I|I|I|bVII|bVII|I|I|I|bVII|bVII|IV|V|I|IV|V|V|I|I|I|I|I|bVII|bVII|I|I|I|bVII|bVII|I|I|I|bVII|bVII|IV|V|I|IV|V|V|I|I|IV|V|I|IV|V|V|I|I|I|I|I|bVII|bVII|I|I|I|bVII|bVII|I|I|I|bVII|bVII|bVII|IV|V|I|IV|V|V|I|I|I|I|I|bVII|I|bVII|I|I|I|I|I|bVII|bVII|I|I|I|bVII|bVII|I|I|I|bVII|bVII|IV|V|I|IV|V|V|I|I|IV|V|I|IV|V|V|I|I|IV|V|I|IV|V|I|I|I|I|I|N|N|N
74,Nowhere To Run,Martha & The Vandellas,1965-03-27,N|N|X|X|X|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|X|X|X|X|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|II7|II7|V7|V7|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|II7|II7|V7|V7|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|II7|II7|V7|V7|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|IV|N
75,Drivin' Wheel,Foghat,1977-01-29,N|N|N|I|I|bVII|IV|I|I|I|bVII|IV|I|I|I|bVII|IV|I|I|I|I|bVII|IV|I|I|I|bVII|IV|I|V|IV|V|IV|V|IV|V|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|IV|N|N|I|I|bVII|IV|I|I|I|I|bVII|IV|I|I|I|bVII|IV|I|V|IV|V|IV|V|IV|V|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|IV|IV|I|I|I|IV|IV|IV|IV|V|V|V|V|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|IV|IV|IV|V|V|V|V|V|V|V|V|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|IV|N|X|X|X|I|I|bVII|IV|I|I|I|bVII|IV|I|I|I|bVII|IV|I|v|v|bVII|IV|I|bVII|bVII|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|IV|N
77,Reminiscing,Little River Band,1978-08-19,N|bII|biii7|X|bII|#iv7|VII7|iii7|VI7|ii7|V7|I|I|I|IVmaj7|IVmaj7|bVII7|bVII7|VI7|VI7|IVmaj7|IVmaj7|bVII7|bVII7|VI7|VI7|IVmaj7|bVI7|I|IV|I|IVmaj7|IVmaj7|bVII7|bVII7|VI7|VI7|IVmaj7|IVmaj7|bVII7|bVII7|VI7|VI7|IVmaj7|bVI7|I|IV|I|IVmaj7|iv7|VI7|VI7|IVmaj7|bVI7|I|IV|I|IVmaj7|IVmaj7|bVII7|bVII7|VI7|VI7|IVmaj7|IVmaj7|bVII7|bVII7|VI7|VI7|IVmaj7|bVI7|I|IV|I|IVmaj7|iv7|VI7|VI7|IVmaj7|bVI7|I|IV|I|IVmaj7|IVmaj7|bVII7|bVII7|VI7|VI7|VI7|N|N|N
78,Dial My Heart,The Boys,1988-12-24,N|N|N|N|N|N|bVIImaj7|I|v7|v7|I|v7|I|v7|v7|I|v7|v7|X|X|X|X|X|X|X|v7|I|v7|X|X|I|v7|I|v7|I|v7|I|v7|v7|ii|bII|X|I|ii|X|bVIImaj7|I|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|v7|I|v7|X|X|I|v7|I|v7|I|v7|I|v7|v7|I|v7|I|v7|I|v7|I|v7|v7|I|v7|I|v7|I|v7|X|X|X|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|I|v7|v7|I|v7|I|v7|I|I|v7|I|v7|I|I|N
79,Cold Sweat - Part 1,James Brown,1967-07-29,N|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|VII7|III7|VII7|III7|VII7|III7|VII7|III7|VII7|III7|N|IV7|N|IV7|IV7|I7|I7|I7|I7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|VII7|III7|VII7|III7|VII7|III7|VII7|III7|VII7|III7|N|IV7|N|IV7|IV7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|N
81,You Can Call Me Al,Paul Simon,1986-08-23,N|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|V|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|V|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|X|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|V|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|V|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|I|X|IV|X|N|N|N|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|V|N
83,Red Red Wine,UB40,1984-04-07,N|N|N|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V|IV|V|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V|IV|V|V|I|IV|V|IV|IV|V|I|IV|I|V|I|IV|I|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V|IV|V|V|I|IV|X|V|I|IV|X|V|V|V|I|IV|I|V|I|IV|I|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V|IV|V|V|N|N|N|N|I|IV|V|IV|I|IV|V|IV|V|IV|V|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V|IV|V|V|I|IV|V|IV|IV|V|I|IV|I|V|I|IV|I|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V|IV|V|V|I|IV|X|V|I|IV|X|V|V|V|I|IV|I|V|I|IV|I|I|IV|V|IV|I|IV|V|IV|I|IV|V|IV|V|IV|V|V|I|IV|X|V|V|I|IV|X|V|I|IV|X|V|I|IV|X|V|V|N
85,I Just Can't Stop Loving You,Michael Jackson With Siedah Garrett,1987-08-22,N|N|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|I|v7|v7|I|I|v7|v7|IVmaj7|IVmaj7|iv|vi|bVII|bVII|bIIImaj7|V7|I|I|v7|v7|I|I|v7|v7|IVmaj7|IVmaj7|iv|vi|bVII|bVII|bIIImaj7|V7|v7|I|v7|I|v7|iv7|bIIImaj7|V7|V7|X|X|I|I|I|v7|v7|I|I|v7|v7|IVmaj7|IVmaj7|iv|vi|bVII|bVII|bIIImaj7|V7|v7|I|v7|I|v7|iv7|bIIImaj7|V7|V7|I|VI7|IImaj7|I7|IVmaj7|bVII7|bIIImaj7|v7|v7|I|v7|I|v7|I|v7|iv7|bIIImaj7|V7|v7|I|v7|I|v7|iv7|bIIImaj7|V7|v7|I|I|N
86,Space Oddity,David Bowie,1973-04-21,N|bII|i|bII|i|bII|i|bII|i|VI|i|VI|i|iv|iv|VII|VI|i|VI|i|iv|iv|VII|N|N|VI7|VI|I7|bII|bii|VI|bII|bii|VI|bII|VI|I7|bII|bii|VI|bII|bii|VI|bII|bIImaj7|i|bII|i|#IV|iv|III|bII|VI|bII|III|IV|VI|bII|III|IV|bIImaj7|i|IV|VI|VII|I7|VI|I7|bII|bii|VI|bII|bii|VI|bII|III|I7|iv|iv|VII|VI|III|bIImaj7|i|bIImaj7|i|#IV|iv|III|bII|VI|bII|III|IV|VI|bII|III|IV|bIImaj7|i|IV|VI|VII|I|I|I|I|I|I|I|I|I|I|I|I|I|N
88,Buy For Me The Rain,Nitty Gritty Dirt Band,1967-04-22,N|X|X|bVII|bVII|IV|IV|IV|I|bVII|I|bVII|bVII|I|bVII|I|bVII|I|bVII|I|v7|IV|IV|V7|V7|I|bVII|IV|bVII|bVII|bVII|I|v7|I|v7|v7|I|bVII|I|v7|I|bVII|I|bVII|IV|IV|V7|V7|I|bVII|IV|bVII|bVII|bVII|I|v7|I|v7|v7|I|bVII|I|bVII|I|bVII|I|bVII|IV|IV|V7|V7|I|bVII|IV|bVII|bVII|bVII|I|v7|I|v7|v7|I|bVII|I|bVII|I|bVII|I|bVII|IV|IV|V7|V7|I|bVII|IV|bVII|bVII|bVII|I|v7|I|v7|v7|I|bVII|I|bVII|IV|IV|V7|V7|I|bVII|IV|IV|v|v|v7|v7|I|I|N|N|N
89,Fire And Ice,Pat Benatar,1981-08-15,N|N|N|N|X|X|X|X|X|VI|III|V|X|VI|III|V|V|VI|VI|i|VImaj7|VII|VII|i|VImaj7|VII|VII|IV|VI|X|X|X|X|X|VI|III|V|X|VI|III|V|V|VI|VI|i|VImaj7|VII|VII|i|VImaj7|VII|VII|VI|VII|X|V7|X|X|X|X|V7|VI|VII|VII|i|VImaj7|VII|VII|i|VImaj7|VII|VII|VI|VII|VII|i|VImaj7|VII|VII|i|VImaj7|VII|VII|i|VImaj7|VII|VII|i|VImaj7|VII|VII|i|VImaj7|VII|VII|i|VImaj7|VII|VII|VII|i|VImaj7|VII|VII|VII|N
91,True,Spandau Ballet,1983-08-20,N|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|ii|bVII|X|I|iii|IV|bVI|I|iii|IV|IV|vi7|IV|I|I|IV|I|IV|IV|I|IV|IV|I|IV|IV|IV|I|bVIImaj7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|ii|bVII|X|I|iii|IV|bVI|I|iii|IV|IV|vi7|IV|I|I|IV|I|IV|IV|I|IV|IV|I|IV|IV|IV|I|bVIImaj7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|ii|bVII|bVII|bVI|bII|bVI|bII|bVI|bII|bVI|bII|bVI|bII|bVI|bII|bVI|bII|I|I|I|IV|IV|I|IV|N|I|ii|I|IV|IV|I|IV|I|bVIImaj7|bVIImaj7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|ii7|vi7|vi7|ii7|vi7|vi7|ii7|bVII|bVII|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|I|vi7|IVmaj7|iii7|I|I|N
92,Shock The Monkey,Peter Gabriel,1982-11-06,N|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|VII|VII|VII|VII|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|VII|VII|VII|VII|i|i|i|i|X|X|X|X|i|i|X|X|i|i|VII|X|X|VI|VI|VI|VI|VI|VI|X|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|X|X|X|X|i|i|X|X|i|i|VII|VII|VII|VI|VI|VI|VI|VI|VI|VII|i|i|III|v|i7|i7|III|v|i7|i7|i|i|i|i|i|i|i|i|i|i|i|i|III|v|i|i|i|i|i|i|N
94,Wild Horses,The Rolling Stones,1971-06-19,N|N|N|I|ii7|I|ii7|I|I|iii|I|iii|I|ii|IV|V|I|V|IV|iii|I|iii|I|ii|IV|V|I|V|ii|IV|V|I|bVII|IV|iii|ii|IV|V|I|bVII|IV|iii|I|iii|I|ii|IV|V|I|V|IV|iii|I|iii|I|ii|IV|V|I|V|ii|IV|V|I|bVII|IV|iii|ii|IV|V|I|bVII|IV|IV|bVII|IV|bVII|IV|V|I|ii|I|I|iii|I|iii|I|ii|IV|V|I|V|IV|iii|I|iii|I|ii|IV|V|I|V|ii|IV|V|I|bVII|IV|iii|ii|IV|V|I|bVII|IV|IV|iii|I|iii|I|ii|IV|V|I|V|V|ii|IV|V|I|bVII|IV|iii|ii|IV|V|I|bVII|IV|IV|I|I|N|N|N
97,Motownphilly,Boyz II Men,1991-08-10,N|N|i7|i7|i7|i7|i|i|i|i|N|i|i|VI|V7|i|i|VI|V7|V7|i|i|VI|V7|i|i|VI|V7|V7|i|X|iv7|X|iv7|V7|VImaj7|VII|V7|i|i|VI|V7|i|i|VI|V7|V7|V7|N|N|N|N|N|i|i|VI|V7|i|i|VI|V7|V7|i|X|iv7|X|iv7|V7|VImaj7|VII|V7|i|i|VI|V7|i|i|VI|V7|V7|V7|i|i|i|i|i|i|i|i|N|N|N|N|N|N|N|N|N|i|i|VI|V7|i|i|VI|V7|i|i|VI|V7|i|i|VI|V7|V7|V7|N|i|i|i|i|V7|V7|i|i|N
99,A Trick Of The Night,Bananarama,1987-01-31,N|X|X|VI|iv|v7|i|i|i|i|VI|III|IV|IV|IV|i|i|i|i|VI|III|IV|IV|i|i|i|i|VI|III|IV|IV|VI|v|IV|III|VI|III|IV|VI|VII|I|v7|iv7|VI|VII|I|v7|iv7|VI|VII|VII|i|i|i|i|VI|III|IV|IV|IV|i|i|i|i|VI|III|IV|IV|VI|v|IV|III|VI|III|IV|VI|VII|I|v7|iv7|VI|VII|I|v7|iv7|VI|VII|I|v7|iv7|VI|VII|I|v7|iv7|VI|VII|VII|i|i|i|i|VI|III|IV|IV|IV|i|v7|iv7|VI|VII|i|v7|iv7|VI|VII|i|v7|iv7|VI|VII|i|v7|iv7|VI|VII|i|v7|iv7|VI|VII|i|v7|iv7|VI|VII|VII|N
100,Maggie May,Rod Stewart,1971-11-27,N|v|IV|v|v|IV|v|v|IV|IV|v|IV|IV|v|v|IV|v|v|IV|v|v|IV|IV|v|IV|IV|v|ii|I|ii|vi|ii|IV|V|VI|ii|ii|I|ii|vi|ii|IV|V|VI|II|II|N|X|X|IV|X|X|X|X|IV|X|ii7|ii7|V|IV|I|I|V|IV|I|I|IV|I|IV|V|ii|iii7|ii|ii|X|ii|V|ii|V|ii|V|I|I|V|IV|I|I|V|IV|I|I|IV|I|IV|V|ii|iii7|ii|X|ii|V|ii|V|ii|V|X|I|I|V|IV|I|I|V|IV|I|I|IV|I|IV|V|ii|iii7|ii|X|ii|V|ii|V|ii|V|X|I|I|I|ii|V|I|IV|ii|IV|I|I|I|V|IV|I|I|V|IV|I|I|IV|I|IV|V|ii|iii7|ii|ii|X|ii|V|ii|V|ii|V|X|I|I|I|ii|V|I|IV|ii|IV|I|I|ii|V|I|IV|ii|IV|IV|X|X|IV|X|X|X|X|IV|X|X|X|X|IV|X|X|X|X|IV|X|X|X|X|IV|X|X|X|X|IV|X|X|X|X|IV|X|X|X|X|IV|X|X|X|X|IV|X|X|X|X|X|IV|X|X|X|X|X|IV|X|X|X|N
101,A Lesson In Leavin',Dottie West,1980-03-08,N|N|N|N|N|N|N|I|I|IV|V|V|vi|iii|IV|X|I|vi7|I|vi7|I|vi7|iii7|IV|I|IV|X|X|I|I|IV|V|I|I|IV|V|V|vi7|I|vi7|I|I|vi7|iii7|IV|I|IV|X|X|N|N|IV|V|I|I|IV|V|I|X|I|I|IV|V|I|I|IV|V|I|X|I|I|N
102,For The Good Times,Ray Price,1970-09-26,N|N|IV|iii7|X|IV7|I|I|I|ii7|V7|I|I|Imaj7|I|ii7|V7|I|I|Imaj7|I|IV|V7|I|I|IV|ii7|V7|X|Imaj7|Imaj7|V|V7|V7|V7|I|ii7|V7|I|Imaj7|ii7|I7|IVmaj7|IV|iv|iv|V7|X|V7|V7|V7|Imaj7|X|I|I|I|ii7|V7|I|Imaj7|I|I|ii7|X|V7|I|Imaj7|I|I|IV|V7|I|Imaj7|I|I|IV|ii7|V7|X|Imaj7|Imaj7|V|V7|V7|V7|I|ii7|V7|I|Imaj7|ii7|I7|IVmaj7|IV|iv|iv|V7|X|V7|V7|V7|Imaj7|X|I|X|I|I|N|N|N
104,We Two,Little River Band,1983-06-18,N|I|iv|I|iv|I|iv|I|iv|iv|X|X|X|X|X|X|X|X|IV|bvii|IV|bvii|IV|bvii|IV|bvii|I|iv|I|iv|v|iv7|iv7|I|iv|I|iv|iv|I|iv|I|iv|I|iv|I|iv|IV|bvii|IV|bvii|IV|bvii|IV|bvii|I|iv|I|iv|v|iv7|I|iv|X|IV|I|I|X|IV|I|V|V|X|iv|X|iv|X|iv|X|bVI|X|ii7|ii7|I|iv|I|iv|I|iv|I|iv|IV|bvii|IV|bvii|IV|bvii|IV|bvii|I|iv|I|iv|I|iv|ii|iv|iv|iv|I|iv|I|iv|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|iv|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|iv|I|I|N
105,The Spirit Of Radio,Rush,1980-03-08,N|N|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|V|iii7|IV|V|I|V|iii7|IV|V|V|I|V|iii7|IV|V|I|V|iii7|IV|V|V|I|V|iii7|IV|V|V|I|V|iii7|IV|V|I|V|iii7|IV|V|V|I|V|iii7|IV|V|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|I|V|iii7|IV|V|I|V|iii7|IV|V|I|V|iii7|IV|V|I|V|iii7|IV|V|V|I|V|iii7|IV|V|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|bVII|bVII|I|I|bVII|bVII|X|X|bVII|bVII|I|I|bVII|bVII|I|V|iii7|IV|V|I|V|iii7|IV|V|X|X|N|N|X|X|X|X|X|X|X|X|I|IV|V|V|I|IV|V|I|IV|IV|X|X|X|X|I|IV|V|V|I|IV|V|V|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|N|N|N
106,If,Bread,1971-06-05,N|I|V|X|IV|iv7|I|iv|V7|I|V|X|IV|iv7|I|iv|V7|I|V|X|IV|iv7|I|iv|V7|vi|vi|vi|IV|X|VI7|ii7|V7|I|V|X|IV|iv7|I|iv|V7|I|V|X|IV|iv7|I|iv|V7|vi|vi|vi|IV|X|VI7|ii7|V7|I|IV|iv|I|I|N|N|N
107,Sweet Home Alabama,Lynyrd Skynyrd,1974-10-26,N|N|V|IV|I|V|IV|I|V|IV|I|V|IV|I|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|I|V|IV|I|V|IV|I|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|X|V|IV|I|X|V|IV|I|X|V|IV|I|bVII|IV|IV|V|IV|I|V|IV|I|I|V|IV|I|bVII|IV|V|IV|I|V|IV|I|V|IV|I|V|IV|I|X|V|IV|I|X|V|IV|I|X|V|IV|I|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|X|V|IV|I|X|V|IV|I|X|V|IV|I|bVII|IV|V|IV|I|X|V|IV|I|X|V|IV|I|X|V|IV|I|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|I|N
